,datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,hour_sin,hour_cos
469,2004-03-30 07:00:00,30/03/2004,07.00.00,2.6,1343.0,13.4,191.0,839.0,115.0,1587.0,1311.0,11.9,38.4,0.5341,7,1,3,0.9659258262890684,-0.2588190451025206
470,2004-03-30 08:00:00,30/03/2004,08.00.00,4.0,1584.0,23.8,244.0,642.0,130.0,1947.0,1675.0,13.3,35.6,0.5416,8,1,3,0.8660254037844387,-0.4999999999999998
471,2004-03-30 09:00:00,30/03/2004,09.00.00,4.2,1556.0,21.5,283.0,674.0,150.0,1852.0,1689.0,16.3,28.8,0.5305,9,1,3,0.7071067811865476,-0.7071067811865475
472,2004-03-30 10:00:00,30/03/2004,10.00.00,4.7,1565.0,21.0,320.0,695.0,159.0,1872.0,1688.0,17.9,28.2,0.5741,10,1,3,0.4999999999999999,-0.8660254037844387
473,2004-03-30 11:00:00,30/03/2004,11.00.00,3.9,1429.0,18.4,249.0,734.0,146.0,1754.0,1548.0,18.3,26.6,0.5529,11,1,3,0.258819045102521,-0.9659258262890682
474,2004-03-30 12:00:00,30/03/2004,12.00.00,3.7,1419.0,18.9,219.0,742.0,138.0,1763.0,1490.0,20.8,22.5,0.5463,12,1,3,1.2246467991473532e-16,-1.0
475,2004-03-30 13:00:00,30/03/2004,13.00.00,3.4,1373.0,17.1,200.0,791.0,128.0,1711.0,1354.0,22.4,20.0,0.5352,13,1,3,-0.2588190451025208,-0.9659258262890684
476,2004-03-30 14:00:00,30/03/2004,14.00.00,2.2,1185.0,10.4,138.0,942.0,97.0,1448.0,1014.0,20.9,21.7,0.5295,14,1,3,-0.4999999999999998,-0.8660254037844388
477,2004-03-30 15:00:00,30/03/2004,15.00.00,1.9,1122.0,8.0,118.0,991.0,91.0,1372.0,831.0,19.1,26.5,0.579,15,1,3,-0.7071067811865471,-0.7071067811865479
478,2004-03-30 16:00:00,30/03/2004,16.00.00,1.6,1085.0,6.2,99.0,1060.0,81.0,1325.0,699.0,18.1,30.6,0.6295,16,1,3,-0.8660254037844384,-0.5000000000000004
479,2004-03-30 17:00:00,30/03/2004,17.00.00,2.1,1249.0,9.7,112.0,874.0,99.0,1527.0,926.0,17.3,34.7,0.6788,17,1,3,-0.9659258262890684,-0.2588190451025206
480,2004-03-30 18:00:00,30/03/2004,18.00.00,2.2,1236.0,9.6,117.0,853.0,101.0,1532.0,928.0,15.8,40.4,0.7228,18,1,3,-1.0,-1.8369701987210294e-16
481,2004-03-30 19:00:00,30/03/2004,19.00.00,2.7,1334.0,11.9,129.0,815.0,106.0,1638.0,1038.0,15.9,42.0,0.7541,19,1,3,-0.9659258262890684,0.2588190451025203
482,2004-03-30 20:00:00,30/03/2004,20.00.00,2.4,1264.0,8.7,132.0,884.0,102.0,1534.0,1035.0,15.9,43.5,0.779,20,1,3,-0.8660254037844386,0.5000000000000001
483,2004-03-30 21:00:00,30/03/2004,21.00.00,1.3,1073.0,4.7,73.0,1072.0,84.0,1360.0,789.0,15.0,46.1,0.7833,21,1,3,-0.7071067811865477,0.7071067811865474
484,2004-03-30 22:00:00,30/03/2004,22.00.00,1.2,1053.0,3.8,68.0,1147.0,81.0,1323.0,692.0,15.1,44.6,0.7574,22,1,3,-0.5000000000000004,0.8660254037844384
485,2004-03-30 23:00:00,30/03/2004,23.00.00,1.5,1098.0,4.7,80.0,1094.0,91.0,1360.0,764.0,14.9,43.5,0.7302,23,1,3,-0.2588190451025215,0.965925826289068
486,2004-03-31 00:00:00,31/03/2004,00.00.00,1.3,1029.0,3.8,68.0,1180.0,82.0,1287.0,639.0,14.8,41.0,0.685,0,2,3,0.0,1.0
487,2004-03-31 01:00:00,31/03/2004,01.00.00,1.0,973.0,2.7,44.0,1287.0,64.0,1240.0,541.0,14.8,40.8,0.6814,1,2,3,0.2588190451025207,0.9659258262890684
488,2004-03-31 02:00:00,31/03/2004,02.00.00,0.9,972.0,2.8,47.0,1222.0,70.0,1256.0,678.0,14.8,40.8,0.6834,2,2,3,0.4999999999999999,0.8660254037844387
489,2004-03-31 03:00:00,31/03/2004,03.00.00,0.5,832.0,1.0,,1613.0,,1066.0,381.0,14.2,36.1,0.5823,3,2,3,0.7071067811865475,0.7071067811865476
490,2004-03-31 04:00:00,31/03/2004,04.00.00,0.5,851.0,0.8,15.0,1699.0,26.0,1064.0,343.0,14.5,36.1,0.5928,4,2,3,0.8660254037844386,0.5000000000000001
491,2004-03-31 05:00:00,31/03/2004,05.00.00,0.6,909.0,1.5,44.0,1473.0,58.0,1131.0,436.0,14.6,36.0,0.5947,5,2,3,0.9659258262890684,0.2588190451025207
492,2004-03-31 06:00:00,31/03/2004,06.00.00,1.0,1038.0,3.5,85.0,1220.0,93.0,1279.0,688.0,14.4,38.5,0.6291,6,2,3,1.0,6.123233995736766e-17
493,2004-03-31 07:00:00,31/03/2004,07.00.00,3.1,1636.0,15.6,207.0,721.0,110.0,1926.0,1438.0,13.8,58.2,0.9129,7,2,3,0.9659258262890684,-0.2588190451025206
494,2004-03-31 08:00:00,31/03/2004,08.00.00,4.1,1580.0,19.9,230.0,639.0,115.0,1957.0,1489.0,13.2,61.1,0.9256,8,2,3,0.8660254037844387,-0.4999999999999998
495,2004-03-31 09:00:00,31/03/2004,09.00.00,2.2,1262.0,8.6,181.0,872.0,125.0,1576.0,1093.0,10.4,74.4,0.9384,9,2,3,0.7071067811865476,-0.7071067811865475
496,2004-03-31 10:00:00,31/03/2004,10.00.00,1.7,1197.0,6.5,144.0,957.0,118.0,1498.0,965.0,11.5,71.0,0.9582,10,2,3,0.4999999999999999,-0.8660254037844387
497,2004-03-31 11:00:00,31/03/2004,11.00.00,1.9,1277.0,7.7,140.0,902.0,109.0,1579.0,1004.0,12.2,70.0,0.9924,11,2,3,0.258819045102521,-0.9659258262890682
498,2004-03-31 12:00:00,31/03/2004,12.00.00,2.9,1430.0,11.3,204.0,779.0,123.0,1772.0,1166.0,12.3,73.3,1.0442,12,2,3,1.2246467991473532e-16,-1.0
499,2004-03-31 13:00:00,31/03/2004,13.00.00,2.2,1242.0,9.1,149.0,846.0,114.0,1638.0,991.0,11.3,78.1,1.0411,13,2,3,-0.2588190451025208,-0.9659258262890684
500,2004-03-31 14:00:00,31/03/2004,14.00.00,2.6,1349.0,11.2,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,14,2,3,-0.4999999999999998,-0.8660254037844388
501,2004-03-31 15:00:00,31/03/2004,15.00.00,3.1,1390.0,13.5,195.0,755.0,119.0,1799.0,1192.0,14.9,59.3,0.9974,15,2,3,-0.7071067811865471,-0.7071067811865479
502,2004-03-31 16:00:00,31/03/2004,16.00.00,2.3,1224.0,10.1,152.0,850.0,111.0,1637.0,1055.0,15.7,50.9,0.8997,16,2,3,-0.8660254037844384,-0.5000000000000004
503,2004-03-31 17:00:00,31/03/2004,17.00.00,2.4,1253.0,11.3,128.0,810.0,103.0,1681.0,1048.0,15.2,52.9,0.9087,17,2,3,-0.9659258262890684,-0.2588190451025206
504,2004-03-31 18:00:00,31/03/2004,18.00.00,2.8,1312.0,11.8,121.0,821.0,103.0,1712.0,1073.0,15.5,50.8,0.8881,18,2,3,-1.0,-1.8369701987210294e-16
505,2004-03-31 19:00:00,31/03/2004,19.00.00,2.7,1254.0,11.5,142.0,819.0,107.0,1669.0,1068.0,14.3,52.9,0.8581,19,2,3,-0.9659258262890684,0.2588190451025203
506,2004-03-31 20:00:00,31/03/2004,20.00.00,2.3,1198.0,9.3,131.0,882.0,105.0,1588.0,1019.0,13.2,56.0,0.8446,20,2,3,-0.8660254037844386,0.5000000000000001
507,2004-03-31 21:00:00,31/03/2004,21.00.00,1.5,1060.0,5.5,81.0,1044.0,91.0,1418.0,833.0,12.6,57.0,0.8315,21,2,3,-0.7071067811865477,0.7071067811865474
508,2004-03-31 22:00:00,31/03/2004,22.00.00,1.4,1050.0,5.1,60.0,1078.0,79.0,1409.0,759.0,12.3,57.8,0.8224,22,2,3,-0.5000000000000004,0.8660254037844384
509,2004-03-31 23:00:00,31/03/2004,23.00.00,1.2,1029.0,4.8,57.0,1098.0,79.0,1395.0,749.0,12.0,58.4,0.8164,23,2,3,-0.2588190451025215,0.965925826289068
510,2004-04-01 00:00:00,01/04/2004,00.00.00,1.6,1143.0,6.3,96.0,986.0,86.0,1477.0,978.0,12.0,61.6,0.8593,0,3,4,0.0,1.0
511,2004-04-01 01:00:00,01/04/2004,01.00.00,1.2,1044.0,5.1,85.0,1031.0,70.0,1425.0,944.0,11.5,63.9,0.8652,1,3,4,0.2588190451025207,0.9659258262890684
512,2004-04-01 02:00:00,01/04/2004,02.00.00,1.1,1034.0,4.1,50.0,1085.0,55.0,1405.0,891.0,10.7,67.2,0.863,2,3,4,0.4999999999999999,0.8660254037844387
513,2004-04-01 03:00:00,01/04/2004,03.00.00,0.9,956.0,4.0,,1099.0,,1422.0,849.0,9.0,73.1,0.8394,3,3,4,0.7071067811865475,0.7071067811865476
514,2004-04-01 04:00:00,01/04/2004,04.00.00,0.7,909.0,2.4,57.0,1237.0,49.0,1322.0,790.0,10.2,66.6,0.8299,4,3,4,0.8660254037844386,0.5000000000000001
515,2004-04-01 05:00:00,01/04/2004,05.00.00,0.9,996.0,2.9,64.0,1176.0,50.0,1340.0,852.0,11.0,63.7,0.8325,5,3,4,0.9659258262890684,0.2588190451025207
516,2004-04-01 06:00:00,01/04/2004,06.00.00,1.7,1154.0,7.4,153.0,1002.0,67.0,1561.0,987.0,9.6,68.8,0.8243,6,3,4,1.0,6.123233995736766e-17
517,2004-04-01 07:00:00,01/04/2004,07.00.00,4.2,1510.0,19.8,342.0,675.0,94.0,1949.0,1435.0,9.5,69.6,0.8273,7,3,4,0.9659258262890684,-0.2588190451025206
518,2004-04-01 08:00:00,01/04/2004,08.00.00,6.2,1722.0,31.9,378.0,539.0,119.0,2439.0,1798.0,11.9,60.9,0.8455,8,3,4,0.8660254037844387,-0.4999999999999998
519,2004-04-01 09:00:00,01/04/2004,09.00.00,4.6,1512.0,21.0,304.0,631.0,139.0,2001.0,1677.0,16.2,48.6,0.8892,9,3,4,0.7071067811865476,-0.7071067811865475
520,2004-04-01 10:00:00,01/04/2004,10.00.00,2.8,1258.0,11.7,192.0,800.0,113.0,1701.0,1282.0,19.2,39.6,0.8693,10,3,4,0.4999999999999999,-0.8660254037844387
521,2004-04-01 11:00:00,01/04/2004,11.00.00,1.6,1094.0,6.8,130.0,970.0,88.0,1489.0,871.0,19.7,38.4,0.8743,11,3,4,0.258819045102521,-0.9659258262890682
522,2004-04-01 12:00:00,01/04/2004,12.00.00,1.7,1129.0,7.4,106.0,974.0,73.0,1524.0,759.0,20.6,36.7,0.8797,12,3,4,1.2246467991473532e-16,-1.0
523,2004-04-01 13:00:00,01/04/2004,13.00.00,1.7,1125.0,8.6,102.0,937.0,73.0,1542.0,790.0,21.8,33.9,0.8771,13,3,4,-0.2588190451025208,-0.9659258262890684
524,2004-04-01 14:00:00,01/04/2004,14.00.00,1.7,,,99.0,,72.0,,,,,,14,3,4,-0.4999999999999998,-0.8660254037844388
525,2004-04-01 15:00:00,01/04/2004,15.00.00,1.9,,,108.0,,81.0,,,,,,15,3,4,-0.7071067811865471,-0.7071067811865479
526,2004-04-01 16:00:00,01/04/2004,16.00.00,2.3,,,131.0,,93.0,,,,,,16,3,4,-0.8660254037844384,-0.5000000000000004
527,2004-04-01 17:00:00,01/04/2004,17.00.00,3.3,1308.0,16.4,163.0,793.0,106.0,1193.0,1187.0,23.6,27.5,0.7913,17,3,4,-0.9659258262890684,-0.2588190451025206
528,2004-04-01 18:00:00,01/04/2004,18.00.00,4.2,1529.0,21.2,211.0,700.0,132.0,2028.0,1399.0,22.8,32.1,0.8814,18,3,4,-1.0,-1.8369701987210294e-16
529,2004-04-01 19:00:00,01/04/2004,19.00.00,5.5,1592.0,25.0,267.0,624.0,164.0,2089.0,1644.0,20.8,36.7,0.8878,19,3,4,-0.9659258262890684,0.2588190451025203
530,2004-04-01 20:00:00,01/04/2004,20.00.00,4.9,1536.0,20.2,269.0,666.0,161.0,1922.0,1599.0,18.3,40.9,0.8493,20,3,4,-0.8660254037844386,0.5000000000000001
531,2004-04-01 21:00:00,01/04/2004,21.00.00,2.5,1192.0,10.8,154.0,827.0,124.0,1604.0,1223.0,16.8,44.0,0.8341,21,3,4,-0.7071067811865477,0.7071067811865474
532,2004-04-01 22:00:00,01/04/2004,22.00.00,2.0,1186.0,9.9,127.0,844.0,113.0,1570.0,1200.0,15.8,48.0,0.8569,22,3,4,-0.5000000000000004,0.8660254037844384
533,2004-04-01 23:00:00,01/04/2004,23.00.00,2.0,1203.0,8.5,122.0,898.0,103.0,1529.0,1118.0,14.9,52.0,0.8757,23,3,4,-0.2588190451025215,0.965925826289068
534,2004-04-02 00:00:00,02/04/2004,00.00.00,2.0,1139.0,8.0,126.0,921.0,104.0,1514.0,1067.0,14.1,54.4,0.8701,0,4,4,0.0,1.0
535,2004-04-02 01:00:00,02/04/2004,01.00.00,1.3,1072.0,5.6,84.0,986.0,93.0,1442.0,1048.0,13.3,58.8,0.8922,1,4,4,0.2588190451025207,0.9659258262890684
536,2004-04-02 02:00:00,02/04/2004,02.00.00,1.0,954.0,3.2,58.0,1180.0,60.0,1350.0,718.0,13.3,60.9,0.9229,2,4,4,0.4999999999999999,0.8660254037844387
537,2004-04-02 03:00:00,02/04/2004,03.00.00,0.9,951.0,3.3,,1137.0,,1381.0,797.0,11.8,64.3,0.8869,3,4,4,0.7071067811865475,0.7071067811865476
538,2004-04-02 04:00:00,02/04/2004,04.00.00,,926.0,2.8,37.0,1195.0,52.0,1342.0,749.0,11.2,65.9,0.8775,4,4,4,0.8660254037844386,0.5000000000000001
539,2004-04-02 05:00:00,02/04/2004,05.00.00,0.7,968.0,2.6,56.0,1197.0,66.0,1372.0,737.0,11.3,72.9,0.9738,5,4,4,0.9659258262890684,0.2588190451025207
540,2004-04-02 06:00:00,02/04/2004,06.00.00,1.1,1067.0,4.3,91.0,1055.0,82.0,1448.0,903.0,11.4,71.8,0.9671,6,4,4,1.0,6.123233995736766e-17
541,2004-04-02 07:00:00,02/04/2004,07.00.00,2.6,1386.0,13.0,159.0,798.0,109.0,1833.0,1159.0,11.9,73.7,1.0254,7,4,4,0.9659258262890684,-0.2588190451025206
542,2004-04-02 08:00:00,02/04/2004,08.00.00,3.9,1474.0,20.3,190.0,634.0,114.0,2060.0,1365.0,12.6,70.2,1.0221,8,4,4,0.8660254037844387,-0.4999999999999998
543,2004-04-02 09:00:00,02/04/2004,09.00.00,5.0,1569.0,20.7,249.0,634.0,139.0,2054.0,1510.0,13.6,65.3,1.0136,9,4,4,0.7071067811865476,-0.7071067811865475
544,2004-04-02 10:00:00,02/04/2004,10.00.00,3.3,1375.0,15.9,196.0,706.0,127.0,1898.0,1386.0,16.9,52.3,1.0013,10,4,4,0.4999999999999999,-0.8660254037844387
545,2004-04-02 11:00:00,02/04/2004,11.00.00,2.9,1328.0,14.2,180.0,738.0,127.0,1821.0,1368.0,19.4,44.1,0.9855,11,4,4,0.258819045102521,-0.9659258262890682
546,2004-04-02 12:00:00,02/04/2004,12.00.00,3.1,1341.0,15.9,167.0,748.0,135.0,1825.0,1347.0,22.9,33.8,0.9322,12,4,4,1.2246467991473532e-16,-1.0
547,2004-04-02 13:00:00,02/04/2004,13.00.00,3.0,1297.0,16.1,159.0,765.0,130.0,1773.0,1242.0,23.6,31.3,0.9001,13,4,4,-0.2588190451025208,-0.9659258262890684
548,2004-04-02 14:00:00,02/04/2004,14.00.00,2.7,1303.0,14.7,152.0,790.0,126.0,1761.0,1138.0,24.7,30.5,0.9371,14,4,4,-0.4999999999999998,-0.8660254037844388
549,2004-04-02 15:00:00,02/04/2004,15.00.00,2.7,1281.0,14.0,149.0,809.0,121.0,1703.0,1080.0,26.1,27.3,0.9101,15,4,4,-0.7071067811865471,-0.7071067811865479
550,2004-04-02 16:00:00,02/04/2004,16.00.00,2.6,1248.0,13.6,143.0,872.0,122.0,1632.0,1002.0,27.6,22.8,0.8288,16,4,4,-0.8660254037844384,-0.5000000000000004
551,2004-04-02 17:00:00,02/04/2004,17.00.00,3.7,1382.0,19.7,185.0,778.0,138.0,1799.0,1212.0,26.9,22.3,0.7792,17,4,4,-0.9659258262890684,-0.2588190451025206
552,2004-04-02 18:00:00,02/04/2004,18.00.00,4.5,1491.0,23.3,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,18,4,4,-1.0,-1.8369701987210294e-16
553,2004-04-02 19:00:00,02/04/2004,19.00.00,4.7,1620.0,24.1,215.0,641.0,154.0,2052.0,1567.0,21.2,40.1,0.9978,19,4,4,-0.9659258262890684,0.2588190451025203
554,2004-04-02 20:00:00,02/04/2004,20.00.00,5.5,1693.0,25.4,271.0,618.0,168.0,2083.0,1723.0,19.4,42.5,0.9483,20,4,4,-0.8660254037844386,0.5000000000000001
555,2004-04-02 21:00:00,02/04/2004,21.00.00,3.0,1374.0,14.1,180.0,771.0,146.0,1685.0,1399.0,18.5,43.0,0.9074,21,4,4,-0.7071067811865477,0.7071067811865474
556,2004-04-02 22:00:00,02/04/2004,22.00.00,1.9,1287.0,10.1,115.0,841.0,124.0,1582.0,1291.0,17.8,47.0,0.9467,22,4,4,-0.5000000000000004,0.8660254037844384
557,2004-04-02 23:00:00,02/04/2004,23.00.00,2.3,1408.0,12.1,149.0,761.0,124.0,1684.0,1443.0,16.8,53.2,1.01,23,4,4,-0.2588190451025215,0.965925826289068
558,2004-04-03 00:00:00,03/04/2004,00.00.00,1.6,1254.0,9.0,98.0,828.0,106.0,1566.0,1270.0,17.1,51.8,0.999,0,5,4,0.0,1.0
559,2004-04-03 01:00:00,03/04/2004,01.00.00,1.3,1141.0,6.3,73.0,936.0,88.0,1488.0,1110.0,16.2,54.2,0.9933,1,5,4,0.2588190451025207,0.9659258262890684
560,2004-04-03 02:00:00,03/04/2004,02.00.00,1.2,1141.0,5.3,69.0,986.0,83.0,1455.0,1060.0,15.1,58.2,0.9886,2,5,4,0.4999999999999999,0.8660254037844387
561,2004-04-03 03:00:00,03/04/2004,03.00.00,0.9,1042.0,3.8,,1056.0,,1410.0,965.0,15.1,57.6,0.9796,3,5,4,0.7071067811865475,0.7071067811865476
562,2004-04-03 04:00:00,03/04/2004,04.00.00,0.8,986.0,3.0,60.0,1145.0,74.0,1380.0,891.0,14.5,58.0,0.9488,4,5,4,0.8660254037844386,0.5000000000000001
563,2004-04-03 05:00:00,03/04/2004,05.00.00,0.8,1005.0,3.3,56.0,1103.0,64.0,1387.0,905.0,13.7,61.6,0.9631,5,5,4,0.9659258262890684,0.2588190451025207
564,2004-04-03 06:00:00,03/04/2004,06.00.00,0.9,1041.0,3.5,73.0,1112.0,69.0,1398.0,899.0,13.9,59.6,0.9408,6,5,4,1.0,6.123233995736766e-17
565,2004-04-03 07:00:00,03/04/2004,07.00.00,2.0,1272.0,9.5,159.0,846.0,91.0,1660.0,1136.0,13.3,61.7,0.9399,7,5,4,0.9659258262890684,-0.2588190451025206
566,2004-04-03 08:00:00,03/04/2004,08.00.00,3.0,1436.0,15.2,203.0,704.0,96.0,1872.0,1391.0,15.1,55.8,0.9486,8,5,4,0.8660254037844387,-0.4999999999999998
567,2004-04-03 09:00:00,03/04/2004,09.00.00,3.1,1472.0,14.3,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684,9,5,4,0.7071067811865476,-0.7071067811865475
568,2004-04-03 10:00:00,03/04/2004,10.00.00,,1418.0,11.2,,785.0,,1720.0,1410.0,19.7,43.3,0.9837,10,5,4,0.4999999999999999,-0.8660254037844387
569,2004-04-03 11:00:00,03/04/2004,11.00.00,,1410.0,11.4,,781.0,,1743.0,1372.0,20.7,41.7,1.0092,11,5,4,0.258819045102521,-0.9659258262890682
570,2004-04-03 12:00:00,03/04/2004,12.00.00,,1438.0,13.4,,781.0,,1779.0,1266.0,23.3,35.8,1.0098,12,5,4,1.2246467991473532e-16,-1.0
571,2004-04-03 13:00:00,03/04/2004,13.00.00,,1278.0,10.6,,866.0,,1621.0,1014.0,23.8,30.5,0.8897,13,5,4,-0.2588190451025208,-0.9659258262890684
572,2004-04-03 14:00:00,03/04/2004,14.00.00,,1257.0,10.8,,915.0,,1573.0,870.0,24.8,27.0,0.8325,14,5,4,-0.4999999999999998,-0.8660254037844388
573,2004-04-03 15:00:00,03/04/2004,15.00.00,,1331.0,11.9,,882.0,,1635.0,905.0,25.0,27.5,0.8575,15,5,4,-0.7071067811865471,-0.7071067811865479
574,2004-04-03 16:00:00,03/04/2004,16.00.00,,1361.0,13.5,,834.0,,1704.0,991.0,25.8,26.5,0.8675,16,5,4,-0.8660254037844384,-0.5000000000000004
575,2004-04-03 17:00:00,03/04/2004,17.00.00,,1398.0,15.2,,812.0,,1722.0,1076.0,25.1,27.1,0.8496,17,5,4,-0.9659258262890684,-0.2588190451025206
576,2004-04-03 18:00:00,03/04/2004,18.00.00,,1483.0,17.1,,764.0,,1798.0,1249.0,23.7,28.6,0.8273,18,5,4,-1.0,-1.8369701987210294e-16
577,2004-04-03 19:00:00,03/04/2004,19.00.00,,1697.0,26.7,,625.0,,2153.0,1548.0,22.1,36.8,0.9681,19,5,4,-0.9659258262890684,0.2588190451025203
578,2004-04-03 20:00:00,03/04/2004,20.00.00,,1459.0,14.2,,736.0,,1823.0,1300.0,19.9,47.5,1.0912,20,5,4,-0.8660254037844386,0.5000000000000001
579,2004-04-03 21:00:00,03/04/2004,21.00.00,,1268.0,8.5,,873.0,,1602.0,1029.0,18.7,50.4,1.0772,21,5,4,-0.7071067811865477,0.7071067811865474
580,2004-04-03 22:00:00,03/04/2004,22.00.00,,1469.0,14.3,,762.0,,1870.0,1207.0,18.1,51.3,1.0587,22,5,4,-0.5000000000000004,0.8660254037844384
581,2004-04-03 23:00:00,03/04/2004,23.00.00,,1316.0,9.3,,847.0,,1644.0,1047.0,17.5,53.8,1.0648,23,5,4,-0.2588190451025215,0.965925826289068
582,2004-04-04 00:00:00,04/04/2004,00.00.00,,1224.0,7.8,,884.0,,1580.0,923.0,16.7,56.5,1.0634,0,6,4,0.0,1.0
583,2004-04-04 01:00:00,04/04/2004,01.00.00,,1215.0,6.7,,929.0,,1551.0,862.0,15.9,59.2,1.0635,1,6,4,0.2588190451025207,0.9659258262890684
584,2004-04-04 02:00:00,04/04/2004,02.00.00,,1115.0,5.4,,980.0,,1500.0,752.0,15.2,62.4,1.0726,2,6,4,0.4999999999999999,0.8660254037844387
585,2004-04-04 03:00:00,04/04/2004,03.00.00,,1124.0,5.6,,965.0,,1521.0,791.0,14.7,65.0,1.0766,3,6,4,0.7071067811865475,0.7071067811865476
586,2004-04-04 04:00:00,04/04/2004,04.00.00,,1028.0,3.5,,1090.0,,1448.0,697.0,14.3,65.3,1.0594,4,6,4,0.8660254037844386,0.5000000000000001
587,2004-04-04 05:00:00,04/04/2004,05.00.00,,1010.0,3.0,,1171.0,,1434.0,664.0,13.7,66.5,1.0393,5,6,4,0.9659258262890684,0.2588190451025207
588,2004-04-04 06:00:00,04/04/2004,06.00.00,,1074.0,4.4,,1020.0,,1488.0,891.0,12.9,69.1,1.0264,6,6,4,1.0,6.123233995736766e-17
589,2004-04-04 07:00:00,04/04/2004,07.00.00,,1034.0,3.5,,1110.0,,1423.0,813.0,13.7,64.8,1.0135,7,6,4,0.9659258262890684,-0.2588190451025206
590,2004-04-04 08:00:00,04/04/2004,08.00.00,,1130.0,4.2,,1063.0,,1461.0,828.0,15.3,59.0,1.0181,8,6,4,0.8660254037844387,-0.4999999999999998
591,2004-04-04 09:00:00,04/04/2004,09.00.00,,1275.0,8.0,,868.0,,1634.0,1057.0,18.1,49.8,1.0272,9,6,4,0.7071067811865476,-0.7071067811865475
592,2004-04-04 10:00:00,04/04/2004,10.00.00,,1324.0,9.0,,846.0,,1658.0,1011.0,21.5,40.7,1.0301,10,6,4,0.4999999999999999,-0.8660254037844387
593,2004-04-04 11:00:00,04/04/2004,11.00.00,,1268.0,8.1,,906.0,,1589.0,932.0,23.3,37.1,1.0457,11,6,4,0.258819045102521,-0.9659258262890682
594,2004-04-04 12:00:00,04/04/2004,12.00.00,,1272.0,8.6,,895.0,,1603.0,881.0,25.1,33.8,1.0594,12,6,4,1.2246467991473532e-16,-1.0
595,2004-04-04 13:00:00,04/04/2004,13.00.00,,1160.0,7.1,,969.0,,1531.0,646.0,25.6,32.1,1.0393,13,6,4,-0.2588190451025208,-0.9659258262890684
596,2004-04-04 14:00:00,04/04/2004,14.00.00,,1136.0,5.6,,1057.0,,1476.0,536.0,25.8,31.1,1.0143,14,6,4,-0.4999999999999998,-0.8660254037844388
597,2004-04-04 15:00:00,04/04/2004,15.00.00,,1296.0,10.0,,863.0,,1642.0,746.0,26.1,30.8,1.0253,15,6,4,-0.7071067811865471,-0.7071067811865479
598,2004-04-04 16:00:00,04/04/2004,16.00.00,,1345.0,10.5,,841.0,,1678.0,833.0,24.4,36.0,1.085,16,6,4,-0.8660254037844384,-0.5000000000000004
599,2004-04-04 17:00:00,04/04/2004,17.00.00,,1296.0,10.1,,845.0,,1626.0,802.0,23.0,36.2,1.0053,17,6,4,-0.9659258262890684,-0.2588190451025206
600,2004-04-04 18:00:00,04/04/2004,18.00.00,,1258.0,10.0,,838.0,,1636.0,838.0,22.1,39.3,1.0336,18,6,4,-1.0,-1.8369701987210294e-16
601,2004-04-04 19:00:00,04/04/2004,19.00.00,,1420.0,13.0,,755.0,,1756.0,1051.0,19.8,44.6,1.0208,19,6,4,-0.9659258262890684,0.2588190451025203
602,2004-04-04 20:00:00,04/04/2004,20.00.00,,1366.0,10.5,,830.0,,1673.0,1041.0,18.5,48.9,1.0323,20,6,4,-0.8660254037844386,0.5000000000000001
603,2004-04-04 21:00:00,04/04/2004,21.00.00,,1113.0,5.2,,989.0,,1493.0,646.0,16.6,56.1,1.0481,21,6,4,-0.7071067811865477,0.7071067811865474
604,2004-04-04 22:00:00,04/04/2004,22.00.00,,1196.0,6.9,,909.0,,1556.0,769.0,15.8,58.8,1.0464,22,6,4,-0.5000000000000004,0.8660254037844384
605,2004-04-04 23:00:00,04/04/2004,23.00.00,,1188.0,6.4,,930.0,,1540.0,785.0,15.3,60.8,1.0501,23,6,4,-0.2588190451025215,0.965925826289068
606,2004-04-05 00:00:00,05/04/2004,00.00.00,,1102.0,4.7,,1007.0,,1470.0,613.0,14.7,64.4,1.0717,0,0,4,0.0,1.0
607,2004-04-05 01:00:00,05/04/2004,01.00.00,,969.0,2.4,,1239.0,,1330.0,430.0,14.8,63.3,1.0584,1,0,4,0.2588190451025207,0.9659258262890684
608,2004-04-05 02:00:00,05/04/2004,02.00.00,,983.0,2.2,,1233.0,,1375.0,485.0,15.0,61.5,1.0418,2,0,4,0.4999999999999999,0.8660254037844387
609,2004-04-05 03:00:00,05/04/2004,03.00.00,,876.0,1.1,,1456.0,,1294.0,467.0,15.5,56.9,0.9961,3,0,4,0.7071067811865475,0.7071067811865476
610,2004-04-05 04:00:00,05/04/2004,04.00.00,,884.0,0.9,,1536.0,,1278.0,436.0,16.0,54.0,0.9742,4,0,4,0.8660254037844386,0.5000000000000001
611,2004-04-05 05:00:00,05/04/2004,05.00.00,,1024.0,3.1,,1175.0,,1417.0,682.0,13.5,63.9,0.9809,5,0,4,0.9659258262890684,0.2588190451025207
612,2004-04-05 06:00:00,05/04/2004,06.00.00,,1126.0,6.2,,945.0,,1541.0,927.0,12.9,65.3,0.9688,6,0,4,1.0,6.123233995736766e-17
