datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,CO(GT)_lag_1,CO(GT)_lag_3,CO(GT)_lag_6,CO(GT)_lag_12,CO(GT)_lag_24,CO_roll_std,CO_roll_max,datetime,month,hour_sin,hour_cos,CO(GT)_rollmean_3,CO(GT)_rollstd_3,CO(GT)_rollmean_24,CO(GT)_rollstd_24
2004-05-05 15:00:00,05/05/2004,15.00.00,3.5,1242.0,16.4,221.0,684.0,125.0,1945.0,1175.0,17.5,60.8,1.2029,15,2,3.9,3.0,3.9,0.5,2.6,,,2004-05-05 15:00:00,5,-0.7071067811865471,-0.7071067811865479,3.6999999999999993,0.20000000000001703,2.4136363636363636,1.537869724665678
2004-05-05 16:00:00,05/05/2004,16.00.00,2.4,1070.0,11.2,126.0,824.0,88.0,1740.0,933.0,17.5,59.2,1.1725,16,2,3.5,3.7,2.9,,1.2,,,2004-05-05 16:00:00,5,-0.8660254037844384,-0.5000000000000004,3.2666666666666653,0.7767453465154095,2.4681818181818183,1.5138680711331933
2004-05-05 17:00:00,05/05/2004,17.00.00,1.6,981.0,10.0,79.0,857.0,72.0,1682.0,835.0,17.7,56.9,1.1392,17,2,2.4,3.9,2.6,0.8,1.6,,,2004-05-05 17:00:00,5,-0.9659258262890683,-0.25881904510252063,2.4999999999999987,0.9539392014169541,2.4681818181818183,1.5138680711331933
2004-05-05 18:00:00,05/05/2004,18.00.00,3.0,1198.0,14.6,137.0,717.0,103.0,1870.0,1291.0,17.1,61.5,1.1873,18,2,1.6,3.5,3.0,1.3,3.9,,,2004-05-05 18:00:00,5,-1.0,-1.8369701987210297e-16,2.333333333333332,0.7023769168568617,2.427272727272727,1.4852230290052213
2004-05-05 19:00:00,05/05/2004,19.00.00,1.6,1000.0,8.5,68.0,881.0,67.0,1661.0,802.0,17.5,63.9,1.2667,19,2,3.0,2.4,3.7,3.5,4.7,,,2004-05-05 19:00:00,5,-0.9659258262890684,0.2588190451025203,2.066666666666665,0.8082903768654882,2.286363636363636,1.4041758994905
2004-05-05 20:00:00,05/05/2004,20.00.00,2.1,1110.0,9.2,96.0,850.0,79.0,1733.0,842.0,15.9,70.7,1.2672,20,2,1.6,1.6,3.9,,5.4,,,2004-05-05 20:00:00,5,-0.8660254037844386,0.5000000000000001,2.233333333333332,0.7094598884597716,2.1363636363636362,1.2198928346943128
2004-05-05 21:00:00,05/05/2004,21.00.00,1.8,1023.0,6.9,111.0,918.0,89.0,1637.0,744.0,15.1,75.1,1.2799,21,2,2.1,3.0,3.5,3.9,3.0,,,2004-05-05 21:00:00,5,-0.7071067811865477,0.7071067811865474,1.8333333333333321,0.2516611478424011,2.0818181818181816,1.206188946596582
2004-05-05 22:00:00,05/05/2004,22.00.00,1.1,861.0,3.7,56.0,1130.0,67.0,1438.0,500.0,13.9,72.5,1.1502,22,2,1.8,1.6,2.4,2.9,0.9,,,2004-05-05 22:00:00,5,-0.5000000000000004,0.8660254037844384,1.6666666666666654,0.5131601439447108,2.0909090909090904,1.197580533492062
2004-05-05 23:00:00,05/05/2004,23.00.00,1.5,969.0,4.9,81.0,1059.0,83.0,1518.0,560.0,12.0,79.8,1.1175,23,2,1.1,2.1,1.6,2.6,1.1,,,2004-05-05 23:00:00,5,-0.25881904510252157,0.9659258262890681,1.4666666666666657,0.3511884584284595,2.109090909090909,1.18478814297027
2004-05-06 00:00:00,06/05/2004,00.00.00,1.4,898.0,4.6,79.0,1085.0,76.0,1468.0,589.0,12.5,75.8,1.0938,0,3,1.5,1.8,3.0,3.0,0.7,,,2004-05-06 00:00:00,5,0.0,1.0,1.3333333333333321,0.20816659994667477,2.140909090909091,1.154147424316441
2004-05-06 01:00:00,06/05/2004,01.00.00,0.9,835.0,3.4,46.0,1201.0,58.0,1416.0,488.0,12.0,75.0,1.0499,1,3,1.4,1.1,1.6,3.7,0.5,,,2004-05-06 01:00:00,5,0.25881904510252074,0.9659258262890683,1.2666666666666655,0.3214550253664726,2.159090909090909,1.1299637966847342
2004-05-06 02:00:00,06/05/2004,02.00.00,0.5,766.0,1.2,19.0,1534.0,30.0,1310.0,387.0,12.6,72.2,1.0503,2,3,0.9,1.5,2.1,3.9,0.5,,,2004-05-06 02:00:00,5,0.49999999999999994,0.8660254037844387,0.9333333333333321,0.45092497528232167,2.159090909090909,1.1299637966847342
2004-05-06 03:00:00,06/05/2004,03.00.00,0.4,743.0,1.0,,1635.0,,1292.0,355.0,12.7,71.6,1.0486,3,3,0.5,1.4,1.8,3.5,0.5,,,2004-05-06 03:00:00,5,0.7071067811865475,0.7071067811865476,0.5999999999999989,0.2645751311065196,2.1545454545454543,1.1371339380537329
2004-05-06 04:00:00,06/05/2004,04.00.00,,758.0,1.2,15.0,1625.0,22.0,1294.0,351.0,13.1,67.1,1.0079,4,3,0.4,0.9,1.1,2.4,,,,2004-05-06 04:00:00,5,0.8660254037844386,0.5000000000000001,0.44999999999999823,0.07071067811912661,2.1545454545454543,1.1371339380537329
2004-05-06 05:00:00,06/05/2004,05.00.00,0.6,804.0,2.3,48.0,1366.0,50.0,1357.0,420.0,13.2,64.6,0.9774,5,3,,0.5,1.5,1.6,0.8,,,2004-05-06 05:00:00,5,0.9659258262890683,0.25881904510252074,0.4999999999999982,0.14142135623754226,2.145454545454545,1.1492139229458709
2004-05-06 06:00:00,06/05/2004,06.00.00,1.3,948.0,6.1,128.0,1048.0,92.0,1546.0,695.0,13.1,65.6,0.9815,6,3,0.6,0.4,1.4,3.0,1.3,,,2004-05-06 06:00:00,5,1.0,6.123233995736766e-17,0.9499999999999982,0.4949747468306418,2.145454545454545,1.1492139229458709
2004-05-06 07:00:00,06/05/2004,07.00.00,2.9,1204.0,16.8,193.0,729.0,101.0,1984.0,1139.0,14.7,58.5,0.9688,7,3,1.3,,0.9,1.6,3.5,,,2004-05-06 07:00:00,5,0.9659258262890683,-0.25881904510252063,1.599999999999999,1.1789826122551694,2.1181818181818177,1.122342942087523
2004-05-06 08:00:00,06/05/2004,08.00.00,3.6,1231.0,20.3,203.0,652.0,121.0,2029.0,1315.0,15.9,53.1,0.9529,8,3,2.9,0.6,0.5,2.1,,,,2004-05-06 08:00:00,5,0.8660254037844387,-0.49999999999999983,2.599999999999999,1.178982612255166,2.1826086956521737,1.1392390498258997
2004-05-06 09:00:00,06/05/2004,09.00.00,3.4,1176.0,16.4,220.0,705.0,130.0,1836.0,1217.0,17.9,46.1,0.9388,9,3,3.6,1.3,0.4,1.8,3.9,,,2004-05-06 09:00:00,5,0.7071067811865476,-0.7071067811865475,3.299999999999999,0.3605551275464118,2.160869565217391,1.1093565417659423
2004-05-06 10:00:00,06/05/2004,10.00.00,2.5,1043.0,12.5,161.0,789.0,114.0,1692.0,1014.0,20.2,37.7,0.8833,10,3,3.4,2.9,,1.1,2.9,,,2004-05-06 10:00:00,5,0.49999999999999994,-0.8660254037844387,3.1666666666666656,0.5859465277082404,2.143478260869565,1.1003413052968112
2004-05-06 11:00:00,06/05/2004,11.00.00,2.1,992.0,9.8,135.0,869.0,100.0,1624.0,884.0,18.5,42.8,0.9026,11,3,2.5,3.6,0.6,1.5,2.6,,,2004-05-06 11:00:00,5,0.258819045102521,-0.9659258262890682,2.6666666666666656,0.6658328118479504,2.1217391304347823,1.0958419435381128
2004-05-06 12:00:00,06/05/2004,12.00.00,1.1,885.0,5.2,57.0,1035.0,56.0,1450.0,524.0,13.0,64.3,0.9586,12,3,2.1,3.4,1.3,1.4,3.0,,,2004-05-06 12:00:00,5,1.2246467991473532e-16,-1.0,1.8999999999999992,0.7211102550928127,2.0391304347826087,1.0982378987329822
2004-05-06 13:00:00,06/05/2004,13.00.00,1.8,991.0,8.9,91.0,874.0,75.0,1581.0,644.0,15.1,54.5,0.9309,13,3,1.1,2.5,2.9,0.9,3.7,,,2004-05-06 13:00:00,5,-0.2588190451025208,-0.9659258262890683,1.6666666666666659,0.5131601439447112,1.9565217391304344,1.0374032646935496
2004-05-06 14:00:00,06/05/2004,14.00.00,3.0,1182.0,14.1,219.0,733.0,121.0,1831.0,1032.0,13.6,65.5,1.0184,14,3,1.8,2.1,3.6,0.5,3.9,,,2004-05-06 14:00:00,5,-0.4999999999999998,-0.8660254037844388,1.9666666666666657,0.9609023536933158,1.917391304347826,0.9759155020767284
2004-05-06 15:00:00,06/05/2004,15.00.00,3.1,1191.0,12.7,239.0,741.0,128.0,1816.0,1038.0,12.3,78.3,1.1154,15,3,3.0,1.1,3.4,0.4,3.5,,,2004-05-06 15:00:00,5,-0.7071067811865471,-0.7071067811865479,2.6333333333333324,0.7234178138070343,1.9,0.949641080523678
2004-05-06 16:00:00,06/05/2004,16.00.00,3.6,1272.0,14.6,209.0,730.0,139.0,1869.0,1077.0,12.7,74.2,1.0863,16,3,3.1,1.8,2.5,,2.4,,,2004-05-06 16:00:00,5,-0.8660254037844384,-0.5000000000000004,3.2333333333333325,0.321455025366449,1.952173913043478,1.0094415941577835
2004-05-06 17:00:00,06/05/2004,17.00.00,3.3,1138.0,12.4,169.0,804.0,122.0,1728.0,983.0,14.4,64.2,1.049,17,3,3.6,3.0,2.1,0.6,1.6,,,2004-05-06 17:00:00,5,-0.9659258262890683,-0.25881904510252063,3.333333333333332,0.25166114784237864,2.026086956521739,1.0441252934674532
2004-05-06 18:00:00,06/05/2004,18.00.00,1.8,1008.0,9.4,92.0,892.0,92.0,1626.0,834.0,15.6,58.3,1.0266,18,3,3.3,3.1,1.1,1.3,3.0,,,2004-05-06 18:00:00,5,-1.0,-1.8369701987210297e-16,2.899999999999999,0.9643650760993028,1.9739130434782608,1.0230157695862423
2004-05-06 19:00:00,06/05/2004,19.00.00,2.1,1075.0,11.0,107.0,824.0,97.0,1722.0,949.0,15.0,61.4,1.0385,19,3,1.8,3.6,1.8,2.9,1.6,,,2004-05-06 19:00:00,5,-0.9659258262890684,0.2588190451025203,2.399999999999999,0.7937253933193887,1.9956521739130435,1.020017050155875
2004-05-06 20:00:00,06/05/2004,20.00.00,2.2,1034.0,8.9,122.0,870.0,98.0,1605.0,941.0,13.7,65.8,1.0254,20,3,2.1,3.3,3.0,3.6,2.1,,,2004-05-06 20:00:00,5,-0.8660254037844386,0.5000000000000001,2.0333333333333323,0.20816659994666592,1.9999999999999998,1.0206949504225928
2004-05-06 21:00:00,06/05/2004,21.00.00,1.6,934.0,6.6,100.0,973.0,93.0,1497.0,756.0,12.3,66.4,0.944,21,3,2.2,1.8,3.1,3.4,1.8,,,2004-05-06 21:00:00,5,-0.7071067811865477,0.7071067811865474,1.9666666666666657,0.3214550253664668,1.9913043478260868,1.023324814459869
2004-05-06 22:00:00,06/05/2004,22.00.00,0.9,883.0,3.9,51.0,1133.0,65.0,1422.0,655.0,15.4,58.8,1.0215,22,3,1.6,2.1,3.6,2.5,1.1,,,2004-05-06 22:00:00,5,-0.5000000000000004,0.8660254037844384,1.5666666666666655,0.6506407098647912,1.9826086956521736,1.0320553957617515
2004-05-06 23:00:00,06/05/2004,23.00.00,1.8,1021.0,7.3,93.0,938.0,81.0,1586.0,805.0,14.1,64.9,1.0405,23,3,0.9,2.2,3.3,2.1,1.5,,,2004-05-06 23:00:00,5,-0.25881904510252157,0.9659258262890681,1.4333333333333325,0.47258156262528933,1.9956521739130435,1.027564756141061
2004-05-07 00:00:00,07/05/2004,00.00.00,2.3,1059.0,8.2,145.0,879.0,102.0,1579.0,970.0,13.8,64.7,1.0168,0,4,1.8,1.6,1.8,1.1,1.4,,,2004-05-07 00:00:00,5,0.0,1.0,1.6666666666666654,0.7094598884597763,2.034782608695652,1.0209659844980015
2004-05-07 01:00:00,07/05/2004,01.00.00,2.0,1023.0,7.5,106.0,896.0,91.0,1568.0,969.0,13.5,67.8,1.042,1,4,2.3,0.9,2.1,1.8,0.9,,,2004-05-07 01:00:00,5,0.25881904510252074,0.9659258262890683,2.033333333333332,0.25166114784240157,2.0826086956521737,0.9907078157986754
2004-05-07 02:00:00,07/05/2004,02.00.00,0.9,855.0,3.3,46.0,1160.0,56.0,1427.0,671.0,13.7,69.4,1.0794,2,4,2.0,1.8,2.2,3.0,0.5,,,2004-05-07 02:00:00,5,0.49999999999999994,0.8660254037844387,1.7333333333333323,0.7371114795832159,2.1,0.9648363026488421
2004-05-07 03:00:00,07/05/2004,03.00.00,0.6,826.0,2.4,,1227.0,,1384.0,575.0,13.9,67.7,1.0712,3,4,0.9,2.3,1.6,3.1,0.4,,,2004-05-07 03:00:00,5,0.7071067811865475,0.7071067811865476,1.1666666666666654,0.7371114795832197,2.108695652173913,0.949599457895159
2004-05-07 04:00:00,07/05/2004,04.00.00,,831.0,2.2,32.0,1269.0,41.0,1386.0,535.0,14.0,67.8,1.0787,4,4,0.6,2.0,0.9,3.6,,,,2004-05-07 04:00:00,5,0.8660254037844386,0.5000000000000001,0.7499999999999982,0.21213203435612402,2.108695652173913,0.949599457895159
2004-05-07 05:00:00,07/05/2004,05.00.00,0.7,817.0,2.8,51.0,1260.0,48.0,1364.0,489.0,14.6,61.1,1.0075,5,4,,0.9,1.8,3.3,0.6,,,2004-05-07 05:00:00,5,0.9659258262890683,0.25881904510252074,0.6499999999999981,0.07071067811914741,2.11304347826087,0.942580764721895
2004-05-07 06:00:00,07/05/2004,06.00.00,1.5,972.0,7.5,89.0,964.0,72.0,1590.0,689.0,14.3,60.5,0.9847,6,4,0.7,0.6,2.3,1.8,1.3,,,2004-05-07 06:00:00,5,1.0,6.123233995736766e-17,1.099999999999998,0.565685424949292,2.1217391304347823,0.9356361577893636
2004-05-07 07:00:00,07/05/2004,07.00.00,3.7,1200.0,19.8,214.0,657.0,106.0,2014.0,1196.0,14.9,56.9,0.9582,7,4,1.5,,2.0,2.1,2.9,,,2004-05-07 07:00:00,5,0.9659258262890683,-0.25881904510252063,1.9666666666666657,1.553490693030813,2.1565217391304343,0.9797152123108015
2004-05-07 08:00:00,07/05/2004,08.00.00,4.2,1234.0,22.1,196.0,621.0,107.0,2095.0,1266.0,16.4,50.2,0.9286,8,4,3.7,0.7,0.9,2.2,3.6,,,2004-05-07 08:00:00,5,0.8660254037844387,-0.49999999999999983,3.1333333333333315,1.43643076176102,2.1826086956521737,1.0267566649464006
2004-05-07 09:00:00,07/05/2004,09.00.00,3.4,1164.0,15.0,224.0,741.0,127.0,1824.0,1130.0,16.0,50.9,0.9211,9,4,4.2,1.5,0.6,1.6,3.4,,,2004-05-07 09:00:00,5,0.7071067811865476,-0.7071067811865475,3.7666666666666653,0.404145188432743,2.1826086956521737,1.0267566649464006
2004-05-07 10:00:00,07/05/2004,10.00.00,2.4,976.0,9.3,174.0,878.0,114.0,1582.0,834.0,18.6,42.8,0.9091,10,4,3.4,3.7,,0.9,2.5,,,2004-05-07 10:00:00,5,0.49999999999999994,-0.8660254037844387,3.333333333333332,0.9018499505645835,2.178260869565217,1.0255626046841215
2004-05-07 11:00:00,07/05/2004,11.00.00,1.3,844.0,6.3,90.0,1027.0,101.0,1405.0,536.0,19.7,33.7,0.7646,11,4,2.4,4.2,0.7,1.8,2.1,,,2004-05-07 11:00:00,5,0.258819045102521,-0.9659258262890682,2.366666666666665,1.050396750439257,2.143478260869565,1.0417756201254396
2004-05-07 12:00:00,07/05/2004,12.00.00,1.5,851.0,8.2,89.0,989.0,95.0,1418.0,545.0,21.2,27.7,0.6864,12,4,1.3,3.4,1.5,2.3,1.1,,,2004-05-07 12:00:00,5,1.2246467991473532e-16,-1.0,1.7333333333333318,0.5859465277082516,2.1608695652173915,1.0267951599005782
2004-05-07 13:00:00,07/05/2004,13.00.00,2.2,926.0,10.9,132.0,904.0,110.0,1526.0,720.0,19.7,28.5,0.6445,13,4,1.5,2.4,3.7,2.0,1.8,,,2004-05-07 13:00:00,5,-0.2588190451025208,-0.9659258262890683,1.6666666666666654,0.47258156262528667,2.178260869565217,1.023788206852431
2004-05-07 14:00:00,07/05/2004,14.00.00,1.8,890.0,9.3,114.0,940.0,101.0,1460.0,655.0,19.8,29.7,0.678,14,4,2.2,1.3,4.2,0.9,3.0,,,2004-05-07 14:00:00,5,-0.4999999999999998,-0.8660254037844388,1.8333333333333321,0.35118845842845714,2.126086956521739,1.0104982530254993
2004-05-07 15:00:00,07/05/2004,15.00.00,1.9,921.0,8.4,107.0,937.0,106.0,1481.0,614.0,19.2,35.6,0.7856,15,4,1.8,1.5,3.4,0.6,3.1,,,2004-05-07 15:00:00,5,-0.7071067811865471,-0.7071067811865479,1.9666666666666652,0.20816659994666503,2.0739130434782607,0.9886710047994846
2004-05-07 16:00:00,07/05/2004,16.00.00,2.3,1052.0,9.4,140.0,869.0,116.0,1600.0,725.0,14.2,60.5,0.9765,16,4,1.9,2.2,2.4,,3.6,,,2004-05-07 16:00:00,5,-0.8660254037844384,-0.5000000000000004,1.9999999999999984,0.264575131106499,2.0173913043478255,0.9330556711019395
2004-05-07 17:00:00,07/05/2004,17.00.00,3.6,1247.0,17.9,187.0,691.0,124.0,1948.0,1036.0,12.9,69.1,1.0249,17,4,2.3,1.8,1.3,0.7,3.3,,,2004-05-07 17:00:00,5,-0.9659258262890683,-0.25881904510252063,2.5999999999999983,0.8888194417315677,2.0304347826086953,0.9536698411965757
2004-05-07 18:00:00,07/05/2004,18.00.00,4.3,1205.0,17.4,222.0,684.0,133.0,1911.0,1127.0,12.7,70.4,1.0294,18,4,3.6,1.9,1.5,1.5,1.8,,,2004-05-07 18:00:00,5,-1.0,-1.8369701987210297e-16,3.3999999999999986,1.014889156509226,2.139130434782609,1.062475296155496
2004-05-07 19:00:00,07/05/2004,19.00.00,2.2,1016.0,10.5,117.0,857.0,96.0,1642.0,854.0,13.9,62.7,0.9905,19,4,4.3,2.3,2.2,3.7,2.1,,,2004-05-07 19:00:00,5,-0.9659258262890684,0.2588190451025203,3.3666666666666654,1.0692676621563664,2.143478260869565,1.0625124970202033
2004-05-07 20:00:00,07/05/2004,20.00.00,1.5,984.0,7.5,89.0,940.0,85.0,1527.0,792.0,13.9,62.9,0.9948,20,4,2.2,3.6,1.8,4.2,2.2,,,2004-05-07 20:00:00,5,-0.8660254037844386,0.5000000000000001,2.6666666666666656,1.4571661996262977,2.1130434782608694,1.0708129230661771
2004-05-07 21:00:00,07/05/2004,21.00.00,2.0,1041.0,8.0,130.0,922.0,97.0,1595.0,891.0,13.4,65.2,0.9996,21,4,1.5,4.3,1.9,3.4,1.6,,,2004-05-07 21:00:00,5,-0.7071067811865477,0.7071067811865474,1.8999999999999986,0.3605551275464283,2.1304347826086953,1.0653359617803426
2004-05-07 22:00:00,07/05/2004,22.00.00,2.0,1027.0,7.7,133.0,927.0,97.0,1568.0,876.0,13.4,64.6,0.9864,22,4,2.0,2.2,2.3,2.4,0.9,,,2004-05-07 22:00:00,5,-0.5000000000000004,0.8660254037844384,1.833333333333332,0.28867513459485045,2.178260869565217,1.0317489660056616
2004-05-07 23:00:00,07/05/2004,23.00.00,2.1,1025.0,7.3,144.0,954.0,101.0,1531.0,851.0,13.3,63.6,0.9677,23,4,2.0,1.5,3.6,1.3,1.8,,,2004-05-07 23:00:00,5,-0.25881904510252157,0.9659258262890681,2.033333333333332,0.05773502691913501,2.1913043478260867,1.0286412235558207
2004-05-08 00:00:00,08/05/2004,00.00.00,1.5,984.0,6.4,99.0,1003.0,85.0,1516.0,787.0,13.3,61.8,0.9433,0,5,2.1,2.0,4.3,1.5,2.3,,,2004-05-08 00:00:00,5,0.0,1.0,1.8666666666666654,0.32145502536646503,2.1565217391304343,1.0382792087945403
2004-05-08 01:00:00,08/05/2004,01.00.00,2.2,969.0,5.6,102.0,1084.0,80.0,1446.0,711.0,13.6,59.7,0.9271,1,5,1.5,2.0,2.2,2.2,2.0,,,2004-05-08 01:00:00,5,0.25881904510252074,0.9659258262890683,1.9333333333333318,0.37859388972004576,2.1652173913043478,1.0377461134822081
2004-05-08 02:00:00,08/05/2004,02.00.00,0.5,758.0,1.5,27.0,1483.0,33.0,1252.0,396.0,14.6,53.3,0.8807,2,5,2.2,2.1,1.5,1.8,0.9,,,2004-05-08 02:00:00,5,0.49999999999999994,0.8660254037844387,1.3999999999999986,0.8544003745317679,2.1478260869565218,1.0629588058456914
2004-05-08 03:00:00,08/05/2004,03.00.00,,767.0,1.5,,1482.0,,1239.0,375.0,14.3,51.7,0.8412,3,5,0.5,1.5,2.0,1.9,0.6,,,2004-05-08 03:00:00,5,0.7071067811865475,0.7071067811865476,1.3499999999999979,1.2020815280171522,2.2181818181818183,1.0317051828965391
2004-05-08 04:00:00,08/05/2004,04.00.00,,772.0,1.2,,1544.0,,1202.0,343.0,10.9,67.5,0.8785,4,5,,2.2,2.0,2.3,,,,2004-05-08 04:00:00,5,0.8660254037844386,0.5000000000000001,0.5,0.0,2.2181818181818183,1.0317051828965391
2004-05-08 05:00:00,08/05/2004,05.00.00,,831.0,1.6,,1480.0,,1257.0,401.0,7.4,85.2,0.8808,5,5,,0.5,2.1,3.6,0.7,,,2004-05-08 05:00:00,5,0.9659258262890683,0.25881904510252074,,0.0,2.2904761904761903,0.9984511815330577
2004-05-08 06:00:00,08/05/2004,06.00.00,,871.0,2.6,,1243.0,,1329.0,518.0,8.7,81.5,0.919,6,5,,,1.5,4.3,1.5,,,2004-05-08 06:00:00,5,1.0,6.123233995736766e-17,,0.0,2.33,1.0073937190905822
2004-05-08 07:00:00,08/05/2004,07.00.00,,995.0,5.9,,1028.0,,1479.0,685.0,10.3,75.6,0.9458,7,5,,,2.2,2.2,3.7,,,2004-05-08 07:00:00,5,0.9659258262890683,-0.25881904510252063,,0.0,2.2578947368421054,0.9805416810641401
2004-05-08 08:00:00,08/05/2004,08.00.00,,1093.0,8.5,,857.0,,1589.0,939.0,11.0,75.0,0.9821,8,5,,,0.5,1.5,4.2,,,2004-05-08 08:00:00,5,0.8660254037844387,-0.49999999999999983,,0.0,2.1500000000000004,0.8853380876319286
2004-05-08 09:00:00,08/05/2004,09.00.00,,1079.0,7.7,,884.0,,1588.0,974.0,13.6,66.1,1.0236,9,5,,,,2.0,3.4,,,2004-05-08 09:00:00,5,0.7071067811865476,-0.7071067811865475,,0.0,2.076470588235294,0.8540560664885399
2004-05-08 10:00:00,08/05/2004,10.00.00,,1084.0,6.9,,910.0,,1575.0,959.0,14.7,63.1,1.0488,10,5,,,,2.0,2.4,,,2004-05-08 10:00:00,5,0.49999999999999994,-0.8660254037844387,,0.0,2.05625,0.8778524933039689
2004-05-08 11:00:00,08/05/2004,11.00.00,,1204.0,10.1,,791.0,,1739.0,1067.0,13.8,72.3,1.1361,11,5,,,,2.1,1.3,,,2004-05-08 11:00:00,5,0.258819045102521,-0.9659258262890682,,0.0,2.106666666666667,0.8843614860990004
2004-05-08 12:00:00,08/05/2004,12.00.00,,1213.0,11.1,,760.0,,1778.0,1061.0,13.3,76.8,1.1703,12,5,,,,1.5,1.5,,,2004-05-08 12:00:00,5,1.2246467991473532e-16,-1.0,,0.0,2.15,0.901067742693673
2004-05-08 13:00:00,08/05/2004,13.00.00,,1124.0,9.2,,827.0,,1671.0,1008.0,16.2,60.0,1.0937,13,5,,,,2.2,2.2,,,2004-05-08 13:00:00,5,-0.2588190451025208,-0.9659258262890683,,0.0,2.146153846153846,0.9377414219063633
2004-05-08 14:00:00,08/05/2004,14.00.00,,945.0,4.3,,1053.0,,1432.0,637.0,16.3,55.3,1.0146,14,5,,,,0.5,1.8,,,2004-05-08 14:00:00,5,-0.4999999999999998,-0.8660254037844388,,0.0,2.1750000000000003,0.9733961166965859
2004-05-08 15:00:00,08/05/2004,15.00.00,,964.0,6.5,,1003.0,,1489.0,647.0,20.0,40.4,0.9354,15,5,,,,,1.9,,,2004-05-08 15:00:00,5,-0.7071067811865471,-0.7071067811865479,,0.0,2.1999999999999997,1.0168579055108895
2004-05-08 16:00:00,08/05/2004,16.00.00,,903.0,5.4,,1073.0,,1375.0,523.0,19.8,35.4,0.8099,16,5,,,,,2.3,,,2004-05-08 16:00:00,5,-0.8660254037844384,-0.5000000000000004,,0.0,2.19,1.0712920547948905
2004-05-08 17:00:00,08/05/2004,17.00.00,,918.0,7.1,,992.0,,1408.0,539.0,19.8,33.6,0.767,17,5,,,,,3.6,,,2004-05-08 17:00:00,5,-0.9659258262890683,-0.25881904510252063,,0.0,2.033333333333333,1.0074720839804892
2004-05-08 18:00:00,08/05/2004,18.00.00,,1028.0,9.5,,913.0,,1502.0,649.0,17.8,38.5,0.7763,18,5,,,,,4.3,,,2004-05-08 18:00:00,5,-1.0,-1.8369701987210297e-16,,0.0,1.75,0.5781744669956463
2004-05-08 19:00:00,08/05/2004,19.00.00,,1175.0,17.0,,720.0,,1829.0,1071.0,16.7,44.6,0.8393,19,5,,,,,2.2,,,2004-05-08 19:00:00,5,-0.9659258262890684,0.2588190451025203,,0.0,1.6857142857142857,0.5928141120355972
2004-05-08 20:00:00,08/05/2004,20.00.00,,1215.0,15.4,,714.0,,1802.0,1237.0,15.1,51.8,0.8816,20,5,,,,,1.5,,,2004-05-08 20:00:00,5,-0.8660254037844386,0.5000000000000001,,0.0,1.7166666666666668,0.6431692364118838
2004-05-08 21:00:00,08/05/2004,21.00.00,,1072.0,9.9,,835.0,,1603.0,1018.0,14.1,56.2,0.9028,21,5,,,,,2.0,,,2004-05-08 21:00:00,5,-0.7071067811865477,0.7071067811865474,,0.0,1.6600000000000001,0.7021395872616589
2004-05-08 22:00:00,08/05/2004,22.00.00,,1070.0,9.3,,858.0,,1573.0,966.0,13.8,58.3,0.9147,22,5,,,,,2.0,,,2004-05-08 22:00:00,5,-0.5000000000000004,0.8660254037844384,,0.0,1.575,0.780491298264515
2004-05-08 23:00:00,08/05/2004,23.00.00,,1021.0,6.9,,979.0,,1457.0,901.0,13.7,59.7,0.9285,23,5,,,,,2.1,,,2004-05-08 23:00:00,5,-0.25881904510252157,0.9659258262890681,,0.0,1.3999999999999997,0.8544003745317156
2004-05-09 00:00:00,09/05/2004,00.00.00,,1063.0,7.1,,952.0,,1519.0,949.0,13.7,60.3,0.9405,0,6,,,,,1.5,,,2004-05-09 00:00:00,5,0.0,1.0,,0.0,1.3499999999999999,1.2020815280170758
2004-05-09 01:00:00,09/05/2004,01.00.00,,1068.0,9.0,,862.0,,1575.0,1057.0,12.7,64.9,0.9506,1,6,,,,,2.2,,,2004-05-09 01:00:00,5,0.25881904510252074,0.9659258262890683,,0.0,0.5,0.0
2004-05-09 02:00:00,09/05/2004,02.00.00,,993.0,8.3,,879.0,,1601.0,989.0,12.6,65.4,0.9529,2,6,,,,,0.5,,,2004-05-09 02:00:00,5,0.49999999999999994,0.8660254037844387,,0.0,,0.0
2004-05-09 03:00:00,09/05/2004,03.00.00,,1034.0,8.7,,848.0,,1619.0,1005.0,12.1,68.6,0.964,3,6,,,,,,,,2004-05-09 03:00:00,5,0.7071067811865475,0.7071067811865476,,0.0,,0.0
2004-05-09 04:00:00,09/05/2004,04.00.00,,1025.0,8.4,,856.0,,1605.0,1003.0,12.3,68.0,0.9722,4,6,,,,,,,,2004-05-09 04:00:00,5,0.8660254037844386,0.5000000000000001,,0.0,,0.0
2004-05-09 05:00:00,09/05/2004,05.00.00,,1036.0,8.1,,825.0,,1558.0,1087.0,11.9,71.1,0.9899,5,6,,,,,,,,2004-05-09 05:00:00,5,0.9659258262890683,0.25881904510252074,,0.0,,0.0
2004-05-09 06:00:00,09/05/2004,06.00.00,,924.0,5.2,,987.0,,1460.0,909.0,11.3,73.8,0.9848,6,6,,,,,,,,2004-05-09 06:00:00,5,1.0,6.123233995736766e-17,,0.0,,0.0
